,R_COUNTRY,R_ADDR,R_CITY,R_STATE,R_COUNTY,ADDRESS,GEO,lat,long
19,UNITED STATES,22833 SE BLACK NUGGET RD STE 130,ISSAQUAH,WASHINGTON,KING,"22833 SE BLACK NUGGET RD STE 130, ISSAQUAH, WASHINGTON","Issaquah, King County, Washington, 98029, United States",47.5348778,-122.0432974
20,UNITED STATES,5540 TECH CENTER DR SUITE 100,COLORADO SPRINGS,COLORADO,EL PASO,"5540 TECH CENTER DR SUITE 100, COLORADO SPRINGS, COLORADO","Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
21,UNITED STATES,5460 VILLAGE DR,ROCKLEDGE,FLORIDA,BREVARD,"5460 VILLAGE DR, ROCKLEDGE, FLORIDA","Rockledge, Brevard County, Florida, 32955, United States",28.3201553,-80.736647
22,UNITED STATES,5565 GLENRIDGE CONNECTOR STE 1800,ATLANTA,GEORGIA,FULTON,"5565 GLENRIDGE CONNECTOR STE 1800, ATLANTA, GEORGIA","Atlanta, Fulton County, Georgia, 30303, United States",33.7489924,-84.3902644
23,UNITED STATES,100 LINCOLN RD,MIAMI BEACH,FLORIDA,MIAMI-DADE,"100 LINCOLN RD, MIAMI BEACH, FLORIDA","100, Lincoln Road, Miami Beach, Miami-Dade County, Florida, 33139, United States",25.7904504,-80.1290267
24,UNITED STATES,6201 FOUNTAIN AVE APT 205,LOS ANGELES,CALIFORNIA,LOS ANGELES,"6201 FOUNTAIN AVE APT 205, LOS ANGELES, CALIFORNIA","Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
25,UNITED STATES,150 HOWELL RD,TYRONE,GEORGIA,FAYETTE,"150 HOWELL RD, TYRONE, GEORGIA","Tyrone, Fayette County, Georgia, 30290, United States",33.4713249,-84.5972005
26,UNITED STATES,16024 MANCHESTER RD STE 200,ELLISVILLE,MISSOURI,ST. LOUIS,"16024 MANCHESTER RD STE 200, ELLISVILLE, MISSOURI","Ellisville, Saint Louis County, Missouri, United States",38.5946373,-90.584838
27,UNITED STATES,325 GRAND AVE,DES MOINES,IOWA,POLK,"325 GRAND AVE, DES MOINES, IOWA","325, Grand Avenue, West Des Moines, Polk County, Iowa, 50265, United States",41.58277023489933,-93.70596037583893
28,UNITED STATES,8161 MAPLE LAWN BLVD STE 150,FULTON,MARYLAND,HOWARD,"8161 MAPLE LAWN BLVD STE 150, FULTON, MARYLAND","Fulton, Howard County, Maryland, 20759, United States",39.1509408,-76.9230307
29,UNITED STATES,1007 DILLINGHAM BLVD #205,HONOLULU,HAWAII,HONOLULU,"1007 DILLINGHAM BLVD #205, HONOLULU, HAWAII","1007, Dillingham Boulevard, Iwilei, Honolulu, Honolulu County, Hawaii, 96817, United States",21.320855540487003,-157.87126392828807
30,UNITED STATES,2275 MANYA ST,SAN DIEGO,CALIFORNIA,SAN DIEGO,"2275 MANYA ST, SAN DIEGO, CALIFORNIA","2275, Manya Street, Palm City, San Diego, San Diego County, California, 92154, United States",32.59318595,-117.08589775646894
31,UNITED STATES,2000 HOLIDAY DR STE 500,CHARLOTTESVILLE,VIRGINIA,CHARLOTTESVILLE (CITY),"2000 HOLIDAY DR STE 500, CHARLOTTESVILLE, VIRGINIA","Charlottesville, Virginia, United States",38.029306,-78.4766781
32,UNITED STATES,21 JOSHUA RD,SARATOGA SPRINGS,NEW YORK,SARATOGA,"21 JOSHUA RD, SARATOGA SPRINGS, NEW YORK","21, Joshua Road, City of Saratoga Springs, Saratoga County, New York, 12866, United States",43.0641992,-73.783127
33,UNITED STATES,36570 BRIGGS RD,MURRIETA,CALIFORNIA,RIVERSIDE,"36570 BRIGGS RD, MURRIETA, CALIFORNIA","Briggs Road, Ironwoood, Mahogany Hills, Murrieta, Riverside County, California, 92563, United States",33.6147456,-117.1356504
34,UNITED STATES,4444 DECATUR BLVD STE 100,INDIANAPOLIS,INDIANA,MARION,"4444 DECATUR BLVD STE 100, INDIANAPOLIS, INDIANA","Indianapolis, Marion County, Indiana, United States",39.7683331,-86.1583502
35,UNITED STATES,11560 GREAT OAKS WAY STE 200,ALPHARETTA,GEORGIA,FULTON,"11560 GREAT OAKS WAY STE 200, ALPHARETTA, GEORGIA","Alpharetta, Fulton County, Georgia, United States",34.0709576,-84.2747329
36,UNITED STATES,1195 HOME AVE,AKRON,OHIO,SUMMIT,"1195 HOME AVE, AKRON, OHIO","1195, Home Avenue, Forest Hill, Bettes Corners, Akron, Summit County, Ohio, 44310, United States",41.10440292287877,-81.48790828104515
37,UNITED STATES,1951 LASALLE WAY,MARIETTA,GEORGIA,COBB,"1951 LASALLE WAY, MARIETTA, GEORGIA","Marietta, Cobb County, Georgia, United States",33.9528472,-84.5496148
38,UNITED STATES,1810 MURRAY RD,MCKINLEYVILLE,CALIFORNIA,HUMBOLDT,"1810 MURRAY RD, MCKINLEYVILLE, CALIFORNIA","Murray Road, McKinleyville, Humboldt County, California, 95519, United States",40.9562619,-124.1157852
39,UNITED STATES,1235 N LOOP W STE 1200,HOUSTON,TEXAS,HARRIS,"1235 N LOOP W STE 1200, HOUSTON, TEXAS","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
40,UNITED STATES,14839 NW GOLDFINCH LN,SEABECK,WASHINGTON,KITSAP,"14839 NW GOLDFINCH LN, SEABECK, WASHINGTON","Seabeck Creek, Kitsap County, Washington, 98380, United States",47.6101945,-122.8529074
41,UNITED STATES,1005 S 60TH ST,MILWAUKEE,WISCONSIN,MILWAUKEE,"1005 S 60TH ST, MILWAUKEE, WISCONSIN","1003,1005, South 60th Street, Liberty Heights Park, Six Points, Liberty Heights Park, West Allis, Milwaukee County, Wisconsin, 53214, United States",43.0207341,-87.98783943018071
42,UNITED STATES,160 S TERRACE AVE,MOUNT VERNON,NEW YORK,WESTCHESTER,"160 S TERRACE AVE, MOUNT VERNON, NEW YORK","160, South Terrace Avenue, West Mount Vernon, City of Mount Vernon, Westchester County, New York, 10550, United States",40.90978413398876,-73.85015366758448
43,UNITED STATES,7980 TURIN RD,ROME,NEW YORK,ONEIDA,"7980 TURIN RD, ROME, NEW YORK","New York, 1/a, Via dell'Aquila Reale, Municipio Roma VI, Roma, Roma Capitale, Lazio, 00169, Italia",41.8662197,12.5965102
44,UNITED STATES,7 WINCHESTER CT,MAULDIN,SOUTH CAROLINA,GREENVILLE,"7 WINCHESTER CT, MAULDIN, SOUTH CAROLINA","7, Winchester Court, Mauldin, Greenville County, South Carolina, 29662, United States",34.77190024504028,-82.30257428049072
45,UNITED STATES,1171 APPLE RD,QUAKERTOWN,PENNSYLVANIA,BUCKS,"1171 APPLE RD, QUAKERTOWN, PENNSYLVANIA","Quakertown, Bucks County, Pennsylvania, 18951, United States",40.4417682,-75.3415667
46,UNITED STATES,7900 WESTPARK DR STE A160,MCLEAN,VIRGINIA,FAIRFAX,"7900 WESTPARK DR STE A160, MCLEAN, VIRGINIA","McLean, Fairfax County, Virginia, 22101, United States",38.9318369,-77.1671337963356
47,UNITED STATES,1051 N MAIN ST STE A,LOMBARD,ILLINOIS,DUPAGE,"1051 N MAIN ST STE A, LOMBARD, ILLINOIS","Lombard, DuPage County, Illinois, 60148, United States",41.8864687,-88.0201536
48,UNITED STATES,7040 VIRGINIA MANOR ROAD,BELTSVILLE,MARYLAND,PRINCE GEORGE'S,"7040 VIRGINIA MANOR ROAD, BELTSVILLE, MARYLAND","Beltsville, Prince George's County, Maryland, 20705, United States",39.039773499999995,-76.92718505662606
49,UNITED STATES,990 N 8000 W,MENDON,UTAH,CACHE,"990 N 8000 W, MENDON, UTAH","Autonomous Solutions Inc., 990 N, West 600 North, Mendon, Cache County, Utah, 84325, United States",41.74754795,-112.0233617226371
50,UNITED STATES,2211 E SPRAGUE AVE,SPOKANE,WASHINGTON,SPOKANE,"2211 E SPRAGUE AVE, SPOKANE, WASHINGTON","2211, East Sprague Avenue, East Central, Spokane, Spokane County, Washington, 99202, United States",47.65735396937303,-117.37793067523675
51,UNITED STATES,7420 CENTRAL BUSINESS PARK DR STE 3,NORFOLK,VIRGINIA,NORFOLK (CITY),"7420 CENTRAL BUSINESS PARK DR STE 3, NORFOLK, VIRGINIA","Norfolk, Virginia, United States",36.8968052,-76.2602336
52,UNITED STATES,3218 THEODORE R HAGANS DR NE,WASHINGTON,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,"3218 THEODORE R HAGANS DR NE, WASHINGTON, DISTRICT OF COLUMBIA","3218, Theodore R Hagans Drive Northeast, Fort Lincoln, Washington, District of Columbia, 20018, United States",38.9229946,-76.9611602935856
53,UNITED STATES,PR 1 KM 27.1 RAMAL 798 BO. LA CHANGA,CAGUAS,PUERTO RICO,CAGUAS,"PR 1 KM 27.1 RAMAL 798 BO. LA CHANGA, CAGUAS, PUERTO RICO","Caguas, Puerto Rico, United States",18.2345399,-66.0351316
54,UNITED STATES,200 WASHINGTON AVE,LA PLATA,MARYLAND,CHARLES,"200 WASHINGTON AVE, LA PLATA, MARYLAND","Washington Avenue, La Plata, Charles County, Maryland, 20646, United States",38.5501742,-76.9783734
55,UNITED STATES,197 N MAIN ST UNIT 1,BOSCAWEN,NEW HAMPSHIRE,MERRIMACK,"197 N MAIN ST UNIT 1, BOSCAWEN, NEW HAMPSHIRE","Boscawen, Merrimack County, New Hampshire, 03303, United States",43.315187,-71.621246
56,UNITED STATES,1155 PARK AVE,EMERYVILLE,CALIFORNIA,ALAMEDA,"1155 PARK AVE, EMERYVILLE, CALIFORNIA","1155, Park Avenue, Emeryville, Alameda County, CAL Fire Northern Region, California, 94608, United States",37.83197649326557,-122.28168681365943
57,UNITED STATES,200 W NAKOMA,SAN ANTONIO,TEXAS,BEXAR,"200 W NAKOMA, SAN ANTONIO, TEXAS","East Nakoma Drive, San Antonio, Bexar County, Texas, 78216, United States",29.5493488,-98.4887122
58,UNITED STATES,952 JUPITER PARK LN,JUPITER,FLORIDA,PALM BEACH,"952 JUPITER PARK LN, JUPITER, FLORIDA","952, Jupiter Park Lane, Jupiter, Palm Beach County, Florida, 33458, United States",26.925481503828053,-80.14375165797313
59,UNITED STATES,278 SOUTH MARINE CORPS DR SE,TAMUNING,GUAM,GUAM,"278 SOUTH MARINE CORPS DR SE, TAMUNING, GUAM","Tamuning, Tamuning Municipality, Guam, United States",13.4937451,144.7773816703125
60,UNITED STATES,525 FURNACE HILLS PIKE,LITITZ,PENNSYLVANIA,LANCASTER,"525 FURNACE HILLS PIKE, LITITZ, PENNSYLVANIA","Lititz, Lancaster County, Pennsylvania, 17543, United States",40.1571252,-76.3072103
61,UNITED STATES,388 C W HWY 264,SAINT MICHAELS,ARIZONA,APACHE,"388 C W HWY 264, SAINT MICHAELS, ARIZONA","Saint Michaels / Tsʼíhootso, Fort Defiance Agency / Tséhootsooí  Bił Hahoodzo biyiʼdi, Apache County, Arizona, 86511, United States",35.6512365,-109.0937302
62,UNITED STATES,4414 CENTERVIEW DR STE 167,SAN ANTONIO,TEXAS,BEXAR,"4414 CENTERVIEW DR STE 167, SAN ANTONIO, TEXAS","San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
63,UNITED STATES,10889 WILSHIRE BLVD STE 700,LOS ANGELES,CALIFORNIA,LOS ANGELES,"10889 WILSHIRE BLVD STE 700, LOS ANGELES, CALIFORNIA","Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
64,UNITED STATES,456 E PARADISE,OREM,UTAH,UTAH,"456 E PARADISE, OREM, UTAH","North Paradise Drive, Orem, Utah County, Utah, 84097, United States",40.2981328,-111.6805983
65,UNITED STATES,100 ENERGY WAY STE 1500,FORT WORTH,TEXAS,TARRANT,"100 ENERGY WAY STE 1500, FORT WORTH, TEXAS","Fort Worth, Tarrant County, Texas, United States",32.753177,-97.3327459
66,UNITED STATES,6600 COLLEGE BLVD STE 300,OVERLAND PARK,KANSAS,JOHNSON,"6600 COLLEGE BLVD STE 300, OVERLAND PARK, KANSAS","Overland Park, Johnson County, Kansas, United States",38.9742502,-94.6851702
67,UNITED STATES,156 FAMILY FARM RD,LOCKPORT,LOUISIANA,LAFOURCHE,"156 FAMILY FARM RD, LOCKPORT, LOUISIANA","Lockport, Lafourche Parish, Louisiana, United States",29.6460467,-90.5392524
68,UNITED STATES,3229 OLD MISSION RD,BLUFF,UTAH,SAN JUAN,"3229 OLD MISSION RD, BLUFF, UTAH","Bluff, San Juan County, Utah, 84512, United States",37.28401,-109.5529121
69,UNITED STATES,42487 COMPLEX BLVD,PABLO,MONTANA,LAKE,"42487 COMPLEX BLVD, PABLO, MONTANA","Pablo, Willow Wynn Trailer Park, Lake County, Montana, 59855, United States",47.598586499999996,-114.11322100089468
70,UNITED STATES,P.O. BOX 66,MEKORYUK,ALASKA,BETHEL (CA),"P.O. BOX 66, MEKORYUK, ALASKA","Mekoryuk, Unorganized Borough, Alaska, United States",60.3880556,-166.185
71,UNITED STATES,14732 S MAPLE AVE,GARDENA,CALIFORNIA,LOS ANGELES,"14732 S MAPLE AVE, GARDENA, CALIFORNIA","Gardena, Los Angeles County, California, United States",33.8963593,-118.3053037
72,UNITED STATES,1370 LEVEE RD,MEMPHIS,TENNESSEE,SHELBY,"1370 LEVEE RD, MEMPHIS, TENNESSEE","1370, Levee Road, New Chelsea, Memphis, Shelby County, West Tennessee, Tennessee, 38108, United States",35.18088218254982,-90.01652380716097
73,UNITED STATES,355 VAN NESS AVE STE 200,TORRANCE,CALIFORNIA,LOS ANGELES,"355 VAN NESS AVE STE 200, TORRANCE, CALIFORNIA","Torrance, Los Angeles County, California, United States",33.8358492,-118.3406288
74,UNITED STATES,1203 N RIVERSIDE AVE,MEDFORD,OREGON,JACKSON,"1203 N RIVERSIDE AVE, MEDFORD, OREGON","1203, North Riverside Avenue, Medford, Jackson County, Oregon, 97501, United States",42.3380853877551,-122.87601383673469
75,UNITED STATES,401 N W ST,JACKSON,Mississippi,HINDS,"401 N W ST, JACKSON, Mississippi","401, North West Street, Jackson, Hinds County, Mississippi, 39201, United States",32.303745,-90.183471
76,UNITED STATES,15955 NW 120TH ST,PLATTE CITY,MISSOURI,PLATTE,"15955 NW 120TH ST, PLATTE CITY, MISSOURI","15955, Northwest 120th Street, Kansas City, Platte County, Missouri, 64153, United States",39.30620612075623,-94.73294654589485
77,UNITED STATES,306 EUREKA AVE,BERRYVILLE,ARKANSAS,CARROLL,"306 EUREKA AVE, BERRYVILLE, ARKANSAS","306, Eureka Avenue, Berryville, Carroll County, Arkansas, 72616, United States",36.36714435962672,-93.57115624386043
78,UNITED STATES,12409 NW 35TH ST,CORAL SPRINGS,FLORIDA,BROWARD,"12409 NW 35TH ST, CORAL SPRINGS, FLORIDA","12409, Northwest 35th Street, Coral Springs, Broward County, Florida, 33065, United States",26.274475790819803,-80.29267572436373
79,UNITED STATES,1500 W BUSINESS 20,STANTON,TEXAS,MARTIN,"1500 W BUSINESS 20, STANTON, TEXAS","Stanton, Martin County, Texas, 79782, United States",32.1292891,-101.788464
80,UNITED STATES,719 W 3RD ST,DORRIS,CALIFORNIA,SISKIYOU,"719 W 3RD ST, DORRIS, CALIFORNIA","719, West 3rd Street, Dorris, Siskiyou County, CAL Fire Northern Region, California, 96023, United States",41.96426268331994,-121.92562806598275
81,UNITED STATES,3467 TOWNSHIP LINE RD,POPLAR BLUFF,MISSOURI,BUTLER,"3467 TOWNSHIP LINE RD, POPLAR BLUFF, MISSOURI","Poplar Bluff, Butler County, Missouri, 63901, United States",36.7568327,-90.3957115
82,UNITED STATES,CARR #2 KM 119.2,AGUADILLA,PUERTO RICO,AGUADILLA,"CARR #2 KM 119.2, AGUADILLA, PUERTO RICO","Supermercados Selectos Aguadilla, PR 125 KM 19.0 SAN SEBASTIAN, PUERTO RICO, 125, Borinquen, Calle Villa Matías, Borinquen, Aguadilla, Puerto Rico, 00605, United States",18.4686803,-67.1544517
83,UNITED STATES,1343 N PRESTON HWY STE 1,KINGWOOD,WEST VIRGINIA,PRESTON,"1343 N PRESTON HWY STE 1, KINGWOOD, WEST VIRGINIA","Kingwood, Preston County, West Virginia, 26537, United States",39.4717557,-79.6833884
84,UNITED STATES,1231 LOUISVILLE ROAD,FRANKFORT,KENTUCKY,FRANKLIN,"1231 LOUISVILLE ROAD, FRANKFORT, KENTUCKY","1231, Louisville Road, Frankfort, Franklin County, Kentucky, 40601, United States",38.177926,-84.900028
85,UNITED STATES,10110 W LILAC RD,ESCONDIDO,CALIFORNIA,SAN DIEGO,"10110 W LILAC RD, ESCONDIDO, CALIFORNIA","Escondido, San Diego County, California, United States",33.1216751,-117.0814849
86,UNITED STATES,30567 LE BLEU RD,EUGENE,OREGON,LANE,"30567 LE BLEU RD, EUGENE, OREGON","Eugene, Lane County, Oregon, United States",44.0505054,-123.0950506
87,UNITED STATES,700 NE MULTNOMAH ST,PORTLAND,OREGON,MULTNOMAH,"700 NE MULTNOMAH ST, PORTLAND, OREGON","Cafe 700, 700, Northeast Multnomah Street, Lloyd District, Portland, Multnomah County, Oregon, 97232, United States",45.5311217,-122.6581448
88,UNITED STATES,ONE LANGHORNE BOND DR,SPRINGFIELD,ILLINOIS,SANGAMON,"ONE LANGHORNE BOND DR, SPRINGFIELD, ILLINOIS","Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
89,UNITED STATES,1800 NE 150TH ST,NORTH MIAMI,FLORIDA,MIAMI-DADE,"1800 NE 150TH ST, NORTH MIAMI, FLORIDA","1800, Northeast 150th Street, North Miami, Miami-Dade County, Florida, 33181, United States",25.9136574,-80.1629625
90,UNITED STATES,1221 W LAKEVIEW AVE,PENSACOLA,FLORIDA,ESCAMBIA,"1221 W LAKEVIEW AVE, PENSACOLA, FLORIDA","1221, West Lakeview Avenue, Pensacola, Escambia County, Florida, 32501, United States",30.431692374126854,-87.23309831308629
91,UNITED STATES,98-1247 KAAHUMANU STREET ST 308,AIEA,HAWAII,HONOLULU,"98-1247 KAAHUMANU STREET ST 308, AIEA, HAWAII","Mary Savio Medical Plaza, 98-1247, Kaahumanu Street, Waimalu, Aiea, Honolulu County, Hawaii, 96701, United States",21.38841665,-157.95322400286
92,UNITED STATES,165 N ARLINGTON HEIGHTS RD STE 150,BUFFALO GROVE,ILLINOIS,LAKE,"165 N ARLINGTON HEIGHTS RD STE 150, BUFFALO GROVE, ILLINOIS","Buffalo Grove, Wheeling, Wheeling Township, Cook County, Illinois, 60089, United States",42.1514146,-87.959794
93,UNITED STATES,1025 LAUREL OAK RD,VOORHEES,NEW JERSEY,CAMDEN,"1025 LAUREL OAK RD, VOORHEES, NEW JERSEY","1025, Laurel Oak Road, Echelon, Voorhees Township, Camden County, New Jersey, 08043, United States",39.8454882,-74.9741654
94,UNITED STATES,505 WARD AVE STE 202,HONOLULU,HAWAII,HONOLULU,"505 WARD AVE STE 202, HONOLULU, HAWAII","Honolulu, Honolulu County, Hawaii, 96813, United States",21.304547,-157.855676
95,UNITED STATES,3515 BLUFF VIEW DR,SAINT CHARLES,MISSOURI,ST. CHARLES,"3515 BLUFF VIEW DR, SAINT CHARLES, MISSOURI","3515, Bluff View Drive, Harvester, Saint Charles County, Missouri, 63303, United States",38.717302,-90.5679014
96,UNITED STATES,1-3259 KAUMUALII HWY,ELEELE,HAWAII,KAUAI,"1-3259 KAUMUALII HWY, ELEELE, HAWAII","Eleele, ʻEleʻele, Port Allen, Kauaʻi County, Hawaii, 96705, United States",21.90501145,-159.58276139709088
97,UNITED STATES,4050 S FERDON BLVD,CRESTVIEW,FLORIDA,OKALOOSA,"4050 S FERDON BLVD, CRESTVIEW, FLORIDA","South Ferdon Boulevard, Crestview, Okaloosa County, Florida, 32536, United States",30.7580812,-86.5680008
98,UNITED STATES,3620 WYOMING BLVD NE,ALBUQUERQUE,NEW MEXICO,BERNALILLO,"3620 WYOMING BLVD NE, ALBUQUERQUE, NEW MEXICO","3620, Wyoming Boulevard Northeast, Albuquerque, Bernalillo County, New Mexico, 87111, United States",35.123964163265306,-106.55091053061224
99,UNITED STATES,519 PARROTT ST,SAN JOSE,CALIFORNIA,SANTA CLARA,"519 PARROTT ST, SAN JOSE, CALIFORNIA","519, Parrott Street, San Jose, Santa Clara County, California, 95112, United States",37.3080489,-121.8517706
100,UNITED STATES,555 NORTHAMPTON ST,HOLYOKE,MASSACHUSETTS,HAMPDEN,"555 NORTHAMPTON ST, HOLYOKE, MASSACHUSETTS","Summit View Pavilion, 555, Northampton Street, Smiths Ferry, Holyoke, Hampden County, Massachusetts, 01040, United States",42.2606447,-72.61094798903031
101,UNITED STATES,50 NORTH MEDICAL DR,SALT LAKE CITY,UTAH,SALT LAKE,"50 NORTH MEDICAL DR, SALT LAKE CITY, UTAH","50, North Medical Drive, Salt Lake City, Salt Lake County, Utah, 84113, United States",40.77303195744681,-111.83727257446809
102,UNITED STATES,991 DISCOVERY DR,HUNTSVILLE,ALABAMA,MADISON,"991 DISCOVERY DR, HUNTSVILLE, ALABAMA","Discovery Drive, Huntsville, Madison County, Alabama, 35814, United States",34.736004,-86.6782319
103,UNITED STATES,2307 BUSINESS CENTER DR,AUSTIN,TEXAS,TRAVIS,"2307 BUSINESS CENTER DR, AUSTIN, TEXAS","2307, Business Center Drive, Santa Monica Park, Austin, Travis County, Texas, 78741, United States",30.213029,-97.7409709902476
104,UNITED STATES,15985 NW SCHENDEL AVE STE 200,BEAVERTON,OREGON,WASHINGTON,"15985 NW SCHENDEL AVE STE 200, BEAVERTON, OREGON","Beaverton, Washington County, Oregon, United States",45.4871723,-122.80378
105,UNITED STATES,13459 US HIGHWAY 160,DEL NORTE,COLORADO,RIO GRANDE,"13459 US HIGHWAY 160, DEL NORTE, COLORADO","Del Norte, Rio Grande County, Colorado, United States",37.6788919,-106.353368
106,UNITED STATES,25784 COTTONWOOD AVE,SIOUX FALLS,SOUTH DAKOTA,MINNEHAHA,"25784 COTTONWOOD AVE, SIOUX FALLS, SOUTH DAKOTA","Sioux Falls, Sioux Falls Township, Minnehaha County, South Dakota, United States",43.5488256,-96.7307737
107,UNITED STATES,22911 86TH AVE S,KENT,WASHINGTON,KING,"22911 86TH AVE S, KENT, WASHINGTON","22911, 86th Avenue South, Kent, King County, Washington, 98031, United States",47.39662815,-122.22590920405759
108,UNITED STATES,3800 DURAZNO AVE,EL PASO,TEXAS,EL PASO,"3800 DURAZNO AVE, EL PASO, TEXAS","3800, Durazno Avenue, El Paso, El Paso County, Texas, 79905, United States",31.776368232323232,-106.44791682828283
109,UNITED STATES,2707 W MANSFIELD AVE,ENGLEWOOD,COLORADO,ARAPAHOE,"2707 W MANSFIELD AVE, ENGLEWOOD, COLORADO","West Mansfield Avenue, Englewood, Arapahoe County, Colorado, 80110, United States",39.6457925,-104.9941758
110,UNITED STATES,9 DEERPARK DR STE J5,MONMOUTH JUNCTION,NEW JERSEY,MIDDLESEX,"9 DEERPARK DR STE J5, MONMOUTH JUNCTION, NEW JERSEY","Monmouth Junction, South Brunswick, Middlesex County, New Jersey, United States",40.384022200000004,-74.53308403231352
